index,date,observation,value
FI13,1995-04,Precipitation amount,1.5
FI14,1995-04,Precipitation amount,0.9
FI15,1995-04,Precipitation amount,1.2
FI16,1995-04,Precipitation amount,0.9
FI17,1995-04,Precipitation amount,1.1
FI18,1995-04,Precipitation amount,1.0
FI19,1995-04,Precipitation amount,1.4
FI02,1995-05,Precipitation amount,1.9
FI03,1995-05,Precipitation amount,1.5
FI04,1995-05,Precipitation amount,2.2
FI05,1995-05,Precipitation amount,1.4
FI06,1995-05,Precipitation amount,2.8
FI07,1995-05,Precipitation amount,1.4
FI08,1995-05,Precipitation amount,1.8
FI09,1995-05,Precipitation amount,2.2
FI10,1995-05,Precipitation amount,1.2
FI11,1995-05,Precipitation amount,2.2
FI12,1995-05,Precipitation amount,1.4
FI13,1995-05,Precipitation amount,1.5
FI14,1995-05,Precipitation amount,1.6
FI15,1995-05,Precipitation amount,1.8
FI16,1995-05,Precipitation amount,2.5
FI17,1995-05,Precipitation amount,2.5
FI18,1995-05,Precipitation amount,2.2
FI19,1995-05,Precipitation amount,2.3
FI02,1995-06,Precipitation amount,1.2
FI03,1995-06,Precipitation amount,2.8
FI04,1995-06,Precipitation amount,1.4
FI05,1995-06,Precipitation amount,1.6
FI06,1995-06,Precipitation amount,2.0
FI07,1995-06,Precipitation amount,2.8
FI08,1995-06,Precipitation amount,1.6
FI09,1995-06,Precipitation amount,0.8
FI10,1995-06,Precipitation amount,2.1
FI11,1995-06,Precipitation amount,2.7
FI12,1995-06,Precipitation amount,3.2
FI13,1995-06,Precipitation amount,1.8
FI14,1995-06,Precipitation amount,2.0
FI15,1995-06,Precipitation amount,2.2
FI16,1995-06,Precipitation amount,0.8
FI17,1995-06,Precipitation amount,3.6
FI18,1995-06,Precipitation amount,1.2
FI19,1995-06,Precipitation amount,2.6
FI02,1995-07,Precipitation amount,1.4
FI03,1995-07,Precipitation amount,1.6
FI04,1995-07,Precipitation amount,1.6
FI05,1995-07,Precipitation amount,1.8
FI06,1995-07,Precipitation amount,1.5
FI07,1995-07,Precipitation amount,2.0
FI08,1995-07,Precipitation amount,1.6
FI09,1995-07,Precipitation amount,1.5
FI10,1995-07,Precipitation amount,1.8
FI11,1995-07,Precipitation amount,1.4
FI12,1995-07,Precipitation amount,1.5
FI13,1995-07,Precipitation amount,2.0
FI14,1995-07,Precipitation amount,1.7
FI15,1995-07,Precipitation amount,1.8
FI16,1995-07,Precipitation amount,1.5
FI17,1995-07,Precipitation amount,1.7
FI18,1995-07,Precipitation amount,0.9
FI19,1995-07,Precipitation amount,1.4
FI02,1995-08,Precipitation amount,1.8
FI03,1995-08,Precipitation amount,2.1
FI04,1995-08,Precipitation amount,1.8
FI05,1995-08,Precipitation amount,2.5
FI06,1995-08,Precipitation amount,2.0
FI07,1995-08,Precipitation amount,1.5
FI08,1995-08,Precipitation amount,2.3
FI09,1995-08,Precipitation amount,1.5
FI10,1995-08,Precipitation amount,2.8
FI11,1995-08,Precipitation amount,2.4
FI12,1995-08,Precipitation amount,1.3
FI13,1995-08,Precipitation amount,2.5
FI14,1995-08,Precipitation amount,1.6
FI15,1995-08,Precipitation amount,2.8
FI16,1995-08,Precipitation amount,1.7
FI17,1995-08,Precipitation amount,2.3
FI18,1995-08,Precipitation amount,1.7
FI19,1995-08,Precipitation amount,2.1
FI02,1995-09,Precipitation amount,1.7
FI03,1995-09,Precipitation amount,1.4
FI04,1995-09,Precipitation amount,1.6
FI05,1995-09,Precipitation amount,1.9
FI06,1995-09,Precipitation amount,1.8
FI07,1995-09,Precipitation amount,1.2
FI08,1995-09,Precipitation amount,1.5
FI09,1995-09,Precipitation amount,3.2
FI10,1995-09,Precipitation amount,0.8
FI11,1995-09,Precipitation amount,1.6
FI12,1995-09,Precipitation amount,1.6
FI13,1995-09,Precipitation amount,1.8
FI14,1995-09,Precipitation amount,1.3
FI15,1995-09,Precipitation amount,1.7
FI16,1995-09,Precipitation amount,1.9
FI17,1995-09,Precipitation amount,1.5
FI18,1995-09,Precipitation amount,2.7
FI19,1995-09,Precipitation amount,1.0
FI02,1995-10,Precipitation amount,1.9
FI03,1995-10,Precipitation amount,2.1
FI04,1995-10,Precipitation amount,1.7
FI05,1995-10,Precipitation amount,3.0
FI06,1995-10,Precipitation amount,2.1
FI07,1995-10,Precipitation amount,1.9
FI08,1995-10,Precipitation amount,1.7
FI09,1995-10,Precipitation amount,2.0
FI10,1995-10,Precipitation amount,2.9
FI11,1995-10,Precipitation amount,1.6
FI12,1995-10,Precipitation amount,2.2
FI13,1995-10,Precipitation amount,2.5
FI14,1995-10,Precipitation amount,2.7
FI15,1995-10,Precipitation amount,2.4
FI16,1995-10,Precipitation amount,1.8
FI17,1995-10,Precipitation amount,2.6
FI18,1995-10,Precipitation amount,2.0
FI19,1995-10,Precipitation amount,2.6
FI02,1995-11,Precipitation amount,2.5
FI03,1995-11,Precipitation amount,1.0
FI04,1995-11,Precipitation amount,1.8
FI05,1995-11,Precipitation amount,1.5
FI06,1995-11,Precipitation amount,2.2
FI07,1995-11,Precipitation amount,1.4
FI08,1995-11,Precipitation amount,1.4
FI09,1995-11,Precipitation amount,2.5
FI10,1995-11,Precipitation amount,1.8
FI11,1995-11,Precipitation amount,1.3
FI12,1995-11,Precipitation amount,1.1
FI13,1995-11,Precipitation amount,1.6
FI14,1995-11,Precipitation amount,1.5
FI15,1995-11,Precipitation amount,1.2
FI16,1995-11,Precipitation amount,2.3
FI17,1995-11,Precipitation amount,1.2
FI18,1995-11,Precipitation amount,2.2
FI19,1995-11,Precipitation amount,1.7
FI02,1995-12,Precipitation amount,0.7
FI03,1995-12,Precipitation amount,0.4
FI04,1995-12,Precipitation amount,0.7
FI05,1995-12,Precipitation amount,0.6
FI06,1995-12,Precipitation amount,0.8
FI07,1995-12,Precipitation amount,0.7
FI08,1995-12,Precipitation amount,0.7
FI09,1995-12,Precipitation amount,0.9
FI10,1995-12,Precipitation amount,0.4
FI11,1995-12,Precipitation amount,0.7
FI12,1995-12,Precipitation amount,0.8
FI13,1995-12,Precipitation amount,0.7
FI14,1995-12,Precipitation amount,0.6
FI15,1995-12,Precipitation amount,0.6
FI16,1995-12,Precipitation amount,0.8
FI17,1995-12,Precipitation amount,0.5
FI18,1995-12,Precipitation amount,0.8
FI19,1995-12,Precipitation amount,0.7
FI02,1996-01,Precipitation amount,0.3
FI03,1996-01,Precipitation amount,0.3
FI04,1996-01,Precipitation amount,0.4
FI05,1996-01,Precipitation amount,0.5
FI06,1996-01,Precipitation amount,0.2
FI07,1996-01,Precipitation amount,0.4
FI08,1996-01,Precipitation amount,0.4
FI09,1996-01,Precipitation amount,0.3
FI10,1996-01,Precipitation amount,0.4
FI11,1996-01,Precipitation amount,0.4
FI12,1996-01,Precipitation amount,0.4
FI13,1996-01,Precipitation amount,0.5
FI14,1996-01,Precipitation amount,0.5
FI15,1996-01,Precipitation amount,0.5
FI16,1996-01,Precipitation amount,0.4
FI17,1996-01,Precipitation amount,0.3
FI18,1996-01,Precipitation amount,0.2
FI19,1996-01,Precipitation amount,0.2
FI02,1996-02,Precipitation amount,1.3
FI03,1996-02,Precipitation amount,1.0
FI04,1996-02,Precipitation amount,1.2
FI05,1996-02,Precipitation amount,1.4
FI06,1996-02,Precipitation amount,1.2
FI07,1996-02,Precipitation amount,1.1
FI08,1996-02,Precipitation amount,0.9
FI09,1996-02,Precipitation amount,1.1
FI10,1996-02,Precipitation amount,0.9
FI11,1996-02,Precipitation amount,1.1
FI12,1996-02,Precipitation amount,1.2
FI13,1996-02,Precipitation amount,1.2
FI14,1996-02,Precipitation amount,1.0
FI15,1996-02,Precipitation amount,1.0
FI16,1996-02,Precipitation amount,1.1
FI17,1996-02,Precipitation amount,1.1
FI18,1996-02,Precipitation amount,1.1
FI19,1996-02,Precipitation amount,1.1
FI02,1996-03,Precipitation amount,0.8
FI03,1996-03,Precipitation amount,0.5
FI04,1996-03,Precipitation amount,0.7
FI05,1996-03,Precipitation amount,0.5
FI06,1996-03,Precipitation amount,1.0
FI07,1996-03,Precipitation amount,0.3
FI08,1996-03,Precipitation amount,0.8
FI09,1996-03,Precipitation amount,0.9
FI10,1996-03,Precipitation amount,0.5
FI11,1996-03,Precipitation amount,1.0
FI12,1996-03,Precipitation amount,0.4
FI13,1996-03,Precipitation amount,0.8
FI14,1996-03,Precipitation amount,0.4
FI15,1996-03,Precipitation amount,0.7
FI16,1996-03,Precipitation amount,0.8
FI17,1996-03,Precipitation amount,0.9
FI18,1996-03,Precipitation amount,1.1
FI19,1996-03,Precipitation amount,1.0
FI02,1996-04,Precipitation amount,1.3
FI03,1996-04,Precipitation amount,0.7
FI04,1996-04,Precipitation amount,1.3
FI05,1996-04,Precipitation amount,0.7
FI06,1996-04,Precipitation amount,0.8
FI07,1996-04,Precipitation amount,1.0
FI08,1996-04,Precipitation amount,1.2
FI09,1996-04,Precipitation amount,0.9
FI10,1996-04,Precipitation amount,1.5
FI11,1996-04,Precipitation amount,0.8
FI12,1996-04,Precipitation amount,0.6
FI13,1996-04,Precipitation amount,0.9
FI14,1996-04,Precipitation amount,0.9
FI15,1996-04,Precipitation amount,1.2
FI16,1996-04,Precipitation amount,0.9
FI17,1996-04,Precipitation amount,0.9
FI18,1996-04,Precipitation amount,1.0
FI19,1996-04,Precipitation amount,0.6
FI02,1996-05,Precipitation amount,2.4
FI03,1996-05,Precipitation amount,1.6
FI04,1996-05,Precipitation amount,2.0
FI05,1996-05,Precipitation amount,2.8
FI06,1996-05,Precipitation amount,1.9
FI07,1996-05,Precipitation amount,1.5
FI08,1996-05,Precipitation amount,2.0
FI09,1996-05,Precipitation amount,2.4
FI10,1996-05,Precipitation amount,1.0
FI11,1996-05,Precipitation amount,1.9
FI12,1996-05,Precipitation amount,1.5
FI13,1996-05,Precipitation amount,2.3
FI14,1996-05,Precipitation amount,1.5
FI15,1996-05,Precipitation amount,2.6
FI16,1996-05,Precipitation amount,2.2
FI17,1996-05,Precipitation amount,1.7
FI18,1996-05,Precipitation amount,2.1
FI19,1996-05,Precipitation amount,2.1
FI02,1996-06,Precipitation amount,1.4
FI03,1996-06,Precipitation amount,1.9
FI04,1996-06,Precipitation amount,1.7
FI05,1996-06,Precipitation amount,2.8
FI06,1996-06,Precipitation amount,2.0
FI07,1996-06,Precipitation amount,1.4
FI08,1996-06,Precipitation amount,2.0
FI09,1996-06,Precipitation amount,1.7
FI10,1996-06,Precipitation amount,2.1
FI11,1996-06,Precipitation amount,2.0
FI12,1996-06,Precipitation amount,1.8
FI13,1996-06,Precipitation amount,2.3
FI14,1996-06,Precipitation amount,2.0
FI15,1996-06,Precipitation amount,2.2
FI16,1996-06,Precipitation amount,2.0
FI17,1996-06,Precipitation amount,1.6
FI18,1996-06,Precipitation amount,1.8
FI19,1996-06,Precipitation amount,1.8
FI02,1996-07,Precipitation amount,3.4
FI03,1996-07,Precipitation amount,3.5
FI04,1996-07,Precipitation amount,3.7
FI05,1996-07,Precipitation amount,3.3
FI06,1996-07,Precipitation amount,4.3
FI07,1996-07,Precipitation amount,3.0
FI08,1996-07,Precipitation amount,4.1
FI09,1996-07,Precipitation amount,4.0
FI10,1996-07,Precipitation amount,2.3
FI11,1996-07,Precipitation amount,4.1
FI12,1996-07,Precipitation amount,3.2
FI13,1996-07,Precipitation amount,2.8
FI14,1996-07,Precipitation amount,2.6
FI15,1996-07,Precipitation amount,4.1
FI16,1996-07,Precipitation amount,4.7
FI17,1996-07,Precipitation amount,2.9
FI18,1996-07,Precipitation amount,4.4
FI19,1996-07,Precipitation amount,3.2
FI02,1996-08,Precipitation amount,0.6
FI03,1996-08,Precipitation amount,1.0
FI04,1996-08,Precipitation amount,0.6
FI05,1996-08,Precipitation amount,1.0
FI06,1996-08,Precipitation amount,0.4
FI07,1996-08,Precipitation amount,0.9
FI08,1996-08,Precipitation amount,1.0
FI09,1996-08,Precipitation amount,0.1
FI10,1996-08,Precipitation amount,1.3
FI11,1996-08,Precipitation amount,0.7
FI12,1996-08,Precipitation amount,0.7
FI13,1996-08,Precipitation amount,0.9
FI14,1996-08,Precipitation amount,1.0
FI15,1996-08,Precipitation amount,0.7
FI16,1996-08,Precipitation amount,0.3
FI17,1996-08,Precipitation amount,1.2
FI18,1996-08,Precipitation amount,0.2
FI19,1996-08,Precipitation amount,0.6
FI02,1996-09,Precipitation amount,0.8
FI03,1996-09,Precipitation amount,0.8
FI04,1996-09,Precipitation amount,0.9
FI05,1996-09,Precipitation amount,0.7
FI06,1996-09,Precipitation amount,0.6
FI07,1996-09,Precipitation amount,0.8
FI08,1996-09,Precipitation amount,0.9
FI09,1996-09,Precipitation amount,1.0
FI10,1996-09,Precipitation amount,0.7
FI11,1996-09,Precipitation amount,0.9
FI12,1996-09,Precipitation amount,1.1
FI13,1996-09,Precipitation amount,0.8
FI14,1996-09,Precipitation amount,0.6
FI15,1996-09,Precipitation amount,0.8
FI16,1996-09,Precipitation amount,0.9
FI17,1996-09,Precipitation amount,0.7
FI18,1996-09,Precipitation amount,1.4
FI19,1996-09,Precipitation amount,1.0
FI02,1996-10,Precipitation amount,1.4
FI03,1996-10,Precipitation amount,1.3
FI04,1996-10,Precipitation amount,1.5
FI05,1996-10,Precipitation amount,1.8
FI06,1996-10,Precipitation amount,1.7
FI07,1996-10,Precipitation amount,1.6
FI08,1996-10,Precipitation amount,1.8
FI09,1996-10,Precipitation amount,2.2
FI10,1996-10,Precipitation amount,2.2
FI11,1996-10,Precipitation amount,1.8
FI12,1996-10,Precipitation amount,1.3
FI13,1996-10,Precipitation amount,1.7
FI14,1996-10,Precipitation amount,1.6
FI15,1996-10,Precipitation amount,1.8
FI16,1996-10,Precipitation amount,1.6
FI17,1996-10,Precipitation amount,1.5
FI18,1996-10,Precipitation amount,2.0
FI19,1996-10,Precipitation amount,1.6
FI02,1996-11,Precipitation amount,4.1
FI03,1996-11,Precipitation amount,3.1
FI04,1996-11,Precipitation amount,3.9
FI05,1996-11,Precipitation amount,3.6
FI06,1996-11,Precipitation amount,4.6
FI07,1996-11,Precipitation amount,3.3
FI08,1996-11,Precipitation amount,3.8
FI09,1996-11,Precipitation amount,5.0
FI10,1996-11,Precipitation amount,2.4
FI11,1996-11,Precipitation amount,3.9
FI12,1996-11,Precipitation amount,4.1
FI13,1996-11,Precipitation amount,4.2
FI14,1996-11,Precipitation amount,3.1
FI15,1996-11,Precipitation amount,4.0
FI16,1996-11,Precipitation amount,4.4
FI17,1996-11,Precipitation amount,4.2
FI18,1996-11,Precipitation amount,6.1
FI19,1996-11,Precipitation amount,4.8
FI02,1996-12,Precipitation amount,1.7
FI03,1996-12,Precipitation amount,1.7
FI04,1996-12,Precipitation amount,1.6
FI05,1996-12,Precipitation amount,2.0
FI06,1996-12,Precipitation amount,1.1
FI07,1996-12,Precipitation amount,2.0
FI08,1996-12,Precipitation amount,1.5
FI09,1996-12,Precipitation amount,1.6
FI10,1996-12,Precipitation amount,0.9
FI11,1996-12,Precipitation amount,1.2
FI12,1996-12,Precipitation amount,2.1
FI13,1996-12,Precipitation amount,2.2
FI14,1996-12,Precipitation amount,1.6
FI15,1996-12,Precipitation amount,2.0
FI16,1996-12,Precipitation amount,1.2
FI17,1996-12,Precipitation amount,1.5
FI18,1996-12,Precipitation amount,1.3
FI19,1996-12,Precipitation amount,1.6
FI02,1997-01,Precipitation amount,1.3
FI03,1997-01,Precipitation amount,0.8
FI04,1997-01,Precipitation amount,1.1
FI05,1997-01,Precipitation amount,1.3
FI06,1997-01,Precipitation amount,1.4
FI07,1997-01,Precipitation amount,1.0
FI08,1997-01,Precipitation amount,1.1
FI09,1997-01,Precipitation amount,1.5
FI10,1997-01,Precipitation amount,1.3
FI11,1997-01,Precipitation amount,1.4
FI12,1997-01,Precipitation amount,0.8
FI13,1997-01,Precipitation amount,1.3
FI14,1997-01,Precipitation amount,1.1
FI15,1997-01,Precipitation amount,0.9
FI16,1997-01,Precipitation amount,1.7
FI17,1997-01,Precipitation amount,1.1
FI18,1997-01,Precipitation amount,1.4
FI19,1997-01,Precipitation amount,1.1
FI02,1997-02,Precipitation amount,1.3
FI03,1997-02,Precipitation amount,1.2
FI04,1997-02,Precipitation amount,1.3
FI05,1997-02,Precipitation amount,2.0
FI06,1997-02,Precipitation amount,1.7
FI07,1997-02,Precipitation amount,1.4
FI08,1997-02,Precipitation amount,1.2
FI09,1997-02,Precipitation amount,1.8
FI10,1997-02,Precipitation amount,1.7
FI11,1997-02,Precipitation amount,1.5
FI12,1997-02,Precipitation amount,1.4
FI13,1997-02,Precipitation amount,1.6
FI14,1997-02,Precipitation amount,1.7
FI15,1997-02,Precipitation amount,1.5
FI16,1997-02,Precipitation amount,1.4
FI17,1997-02,Precipitation amount,1.8
FI18,1997-02,Precipitation amount,1.9
FI19,1997-02,Precipitation amount,2.0
FI02,1997-03,Precipitation amount,1.0
FI03,1997-03,Precipitation amount,1.0
FI04,1997-03,Precipitation amount,1.0
FI05,1997-03,Precipitation amount,1.4
FI06,1997-03,Precipitation amount,0.9
FI07,1997-03,Precipitation amount,1.4
FI08,1997-03,Precipitation amount,1.3
FI09,1997-03,Precipitation amount,1.3
FI10,1997-03,Precipitation amount,1.5
FI11,1997-03,Precipitation amount,0.9
FI12,1997-03,Precipitation amount,1.1
FI13,1997-03,Precipitation amount,1.2
FI14,1997-03,Precipitation amount,1.4
FI15,1997-03,Precipitation amount,1.5
FI16,1997-03,Precipitation amount,0.8
FI17,1997-03,Precipitation amount,0.9
FI18,1997-03,Precipitation amount,0.9
FI19,1997-03,Precipitation amount,1.0
FI02,1997-04,Precipitation amount,1.5
FI03,1997-04,Precipitation amount,1.3
FI04,1997-04,Precipitation amount,1.5
FI05,1997-04,Precipitation amount,1.6
FI06,1997-04,Precipitation amount,1.2
FI07,1997-04,Precipitation amount,1.5
FI08,1997-04,Precipitation amount,1.8
FI09,1997-04,Precipitation amount,1.4
FI10,1997-04,Precipitation amount,1.2
FI11,1997-04,Precipitation amount,1.6
FI12,1997-04,Precipitation amount,1.4
FI13,1997-04,Precipitation amount,1.5
FI14,1997-04,Precipitation amount,1.7
FI15,1997-04,Precipitation amount,1.8
FI16,1997-04,Precipitation amount,1.2
FI17,1997-04,Precipitation amount,1.4
FI18,1997-04,Precipitation amount,1.1
FI19,1997-04,Precipitation amount,1.3
FI02,1997-05,Precipitation amount,0.6
FI03,1997-05,Precipitation amount,0.7
FI04,1997-05,Precipitation amount,0.6
FI05,1997-05,Precipitation amount,1.6
FI06,1997-05,Precipitation amount,0.4
FI07,1997-05,Precipitation amount,1.0
FI08,1997-05,Precipitation amount,0.7
FI09,1997-05,Precipitation amount,0.5
FI10,1997-05,Precipitation amount,0.9
FI11,1997-05,Precipitation amount,0.4
FI12,1997-05,Precipitation amount,0.7
FI13,1997-05,Precipitation amount,1.1
FI14,1997-05,Precipitation amount,1.3
FI15,1997-05,Precipitation amount,0.9
FI16,1997-05,Precipitation amount,0.5
FI17,1997-05,Precipitation amount,0.4
FI18,1997-05,Precipitation amount,0.7
FI19,1997-05,Precipitation amount,0.6
FI02,1997-06,Precipitation amount,1.4
FI03,1997-06,Precipitation amount,1.6
FI04,1997-06,Precipitation amount,1.5
FI05,1997-06,Precipitation amount,2.2
FI06,1997-06,Precipitation amount,3.4
FI07,1997-06,Precipitation amount,2.0
FI08,1997-06,Precipitation amount,1.8
FI09,1997-06,Precipitation amount,1.5
FI10,1997-06,Precipitation amount,0.5
FI11,1997-06,Precipitation amount,2.3
FI12,1997-06,Precipitation amount,1.6
FI13,1997-06,Precipitation amount,2.2
FI14,1997-06,Precipitation amount,1.9
FI15,1997-06,Precipitation amount,1.8
FI16,1997-06,Precipitation amount,1.9
FI17,1997-06,Precipitation amount,2.0
FI18,1997-06,Precipitation amount,2.0
FI19,1997-06,Precipitation amount,2.2
FI02,1997-07,Precipitation amount,1.3
FI03,1997-07,Precipitation amount,1.9
FI04,1997-07,Precipitation amount,2.1
FI05,1997-07,Precipitation amount,3.3
FI06,1997-07,Precipitation amount,3.1
FI07,1997-07,Precipitation amount,2.2
FI08,1997-07,Precipitation amount,2.5
FI09,1997-07,Precipitation amount,1.2
FI10,1997-07,Precipitation amount,1.2
FI11,1997-07,Precipitation amount,3.7
FI12,1997-07,Precipitation amount,2.0
FI13,1997-07,Precipitation amount,2.1
FI14,1997-07,Precipitation amount,2.6
FI15,1997-07,Precipitation amount,2.7
FI16,1997-07,Precipitation amount,3.3
FI17,1997-07,Precipitation amount,2.5
FI18,1997-07,Precipitation amount,1.4
FI19,1997-07,Precipitation amount,2.7
FI02,1997-08,Precipitation amount,1.2
FI03,1997-08,Precipitation amount,0.9
FI04,1997-08,Precipitation amount,0.9
FI05,1997-08,Precipitation amount,1.4
FI06,1997-08,Precipitation amount,1.5
FI07,1997-08,Precipitation amount,1.4
FI08,1997-08,Precipitation amount,1.3
FI09,1997-08,Precipitation amount,1.7
FI10,1997-08,Precipitation amount,1.5
FI11,1997-08,Precipitation amount,1.0
FI12,1997-08,Precipitation amount,1.0
FI13,1997-08,Precipitation amount,1.0
FI14,1997-08,Precipitation amount,1.3
FI15,1997-08,Precipitation amount,1.3
FI16,1997-08,Precipitation amount,1.5
FI17,1997-08,Precipitation amount,0.9
FI18,1997-08,Precipitation amount,1.6
FI19,1997-08,Precipitation amount,1.2
FI02,1997-09,Precipitation amount,2.3
FI03,1997-09,Precipitation amount,3.5
FI04,1997-09,Precipitation amount,2.3
FI05,1997-09,Precipitation amount,2.2
FI06,1997-09,Precipitation amount,2.3
FI07,1997-09,Precipitation amount,2.8
FI08,1997-09,Precipitation amount,2.8
FI09,1997-09,Precipitation amount,2.3
